Gene name canonical,Global classifier2
PNPLA2,Mostly Cytosolic
PNPO,Mostly Cytosolic
POGK,Mostly Cytosolic
POGZ,Mostly Nuclear
POLA2,Mostly Cytosolic
POLE4,Mostly Cytosolic
POLR2M,Mostly Cytosolic
POLR2M,Mostly Cytosolic
POLR3C,Mostly Cytosolic
POLR3G,Mostly Cytosolic
POLR3H,Mostly Cytosolic
POLR3K,Mostly Cytosolic
POM121,Mostly Nuclear
POM121C,Mostly Nuclear
POMP,Mostly Cytosolic
POU2F1,Mostly Nuclear
PPCDC,Mostly Cytosolic
PPCS,Mostly Cytosolic
PPHLN1,Mostly Nuclear
PPHLN1,Mostly Nuclear
PPIA,Mostly Cytosolic
PPIP5K1,Mostly Cytosolic
PPM1A,Mostly Cytosolic
PPM1B,Mostly Cytosolic
PPM1F,Mostly Cytosolic
PPP1R11,Mostly Cytosolic
PPP1R14B,Mostly Cytosolic
PPP1R26,Mostly Nuclear
PPP1R3D,Mostly Cytosolic
PPP2R2D,Mostly Cytosolic
PPP2R3A,Mostly Cytosolic
PPP2R3B,Mostly Cytosolic
PTPA,Mostly Cytosolic
PPP3CB,Mostly Cytosolic
PPP3CC,Mostly Cytosolic
PPP4C,Mostly Cytosolic
PPP4R1,Mostly Cytosolic
PPP4R2,Mostly Cytosolic
PPP6R2,Mostly Cytosolic
PRC1,Mostly Nuclear
PRDM10,Mostly Nuclear
PRDM2,Mostly Nuclear
PREX1,Mostly Cytosolic
PRKAB1,Mostly Cytosolic
PRKAB2,Mostly Cytosolic
PRKAR1B,Mostly Cytosolic
PRKCA,Mostly Cytosolic
PRKCE,Mostly Cytosolic
PRKCZ,Mostly Cytosolic
PRKX,Mostly Cytosolic
PRMT1,Mostly Cytosolic
PRMT6,Mostly Cytosolic
PRMT7,Mostly Cytosolic
PRMT9,Mostly Cytosolic
PRPF18,Mostly Nuclear
PRPF39,Mostly Cytosolic
PRPF40A,Mostly Nuclear
PRR12,Mostly Nuclear
PRR14,Mostly Nuclear
PRR3,Mostly Nuclear
PRRX2,Mostly Nuclear
PRTFDC1,Mostly Cytosolic
PRUNE1,Mostly Cytosolic
PSIP1,Mostly Nuclear
PSMB10,Mostly Cytosolic
PSMB9,Mostly Cytosolic
PSMC3IP,Mostly Nuclear
PSMF1,Mostly Cytosolic
PSMG3,Mostly Cytosolic
PSMG4,Mostly Cytosolic
PTAR1,Mostly Cytosolic
PTEN,Mostly Cytosolic
PTER,Mostly Cytosolic
PTGR2,Mostly Cytosolic
PTK2B,Mostly Cytosolic
PTOV1,Mostly Cytosolic
PTS,Mostly Cytosolic
PUS3,Mostly Cytosolic
PUS7L,Mostly Cytosolic
PWWP2A,Mostly Nuclear
PXDC1,Mostly Cytosolic
PYROXD1,Mostly Cytosolic
QKI,Mostly Nuclear
QPRT,Mostly Cytosolic
QSER1,Mostly Nuclear
R3HCC1,Mostly Cytosolic
R3HCC1L,Mostly Cytosolic
RAB28,Mostly Cytosolic
RAB3IL1,Mostly Cytosolic
RAB3IP,Mostly Cytosolic
RAB40C,Mostly Cytosolic
RABEP1,Mostly Cytosolic
RABEP2,Mostly Cytosolic
RABEPK,Mostly Cytosolic
RABGAP1,Mostly Cytosolic
RABGAP1L,Mostly Cytosolic
RABGAP1L,Mostly Cytosolic
RABGEF1,Mostly Cytosolic
RABGGTA,Mostly Cytosolic
RABIF,Mostly Cytosolic
RABL2B,Mostly Cytosolic
RABL6,Mostly Cytosolic
RAD54L,Mostly Nuclear
RAD9A,Mostly Cytosolic
RAF1,Mostly Cytosolic
RAI1,Mostly Nuclear
RALGPS2,Mostly Cytosolic
RANBP10,Mostly Cytosolic
RANBP6,Mostly Cytosolic
RANGRF,Mostly Cytosolic
RAP1GAP,Mostly Cytosolic
RAP1GAP2,Mostly Cytosolic
RAP1GDS1,Mostly Cytosolic
RAP1GDS1,Mostly Cytosolic
RAPGEF1,Mostly Cytosolic
RAPGEF2,Mostly Cytosolic
RAPGEF6,Mostly Cytosolic
RARA,Mostly Nuclear
RARG,Mostly Nuclear
RASA1,Mostly Cytosolic
RASIP1,Mostly Cytosolic
RASSF5,Mostly Cytosolic
RASSF7,Mostly Cytosolic
RBBP5,Mostly Nuclear
RBBP8,Mostly Nuclear
RBBP9,Mostly Cytosolic
RBCK1,Mostly Cytosolic
RBKS,Mostly Cytosolic
RBM10,Mostly Nuclear
RBM12B,Mostly Nuclear
RBM15B,Mostly Nuclear
RBM45,Mostly Nuclear
RBM4B,Mostly Nuclear
RBPJ,Mostly Nuclear
RCCD1,Mostly Cytosolic
RCHY1,Mostly Cytosolic
RCOR3,Mostly Nuclear
RECQL4,Mostly Cytosolic
REL,Mostly Cytosolic
RELB,Mostly Cytosolic
REPS2,Mostly Cytosolic
REST,Mostly Nuclear
REXO1,Mostly Nuclear
REXO2,Mostly Cytosolic
RFK,Mostly Cytosolic
RFWD3,Mostly Cytosolic
RFX1,Mostly Nuclear
RFX7,Mostly Nuclear
RFXAP,Mostly Nuclear
RGP1,Mostly Cytosolic
RGPD1,Mostly Nuclear
RGS10,Mostly Cytosolic
RHPN2,Mostly Cytosolic
RIC1,Mostly Cytosolic
RIC8A,Mostly Cytosolic
RIC8B,Mostly Cytosolic
RILP,Mostly Cytosolic
RILPL1,Mostly Cytosolic
RIMKLB,Mostly Cytosolic
RIN1,Mostly Cytosolic
RING1,Mostly Nuclear
RIOK3,Mostly Cytosolic
RIPK1,Mostly Cytosolic
RIPK2,Mostly Cytosolic
RLF,Mostly Nuclear
RLIM,Mostly Nuclear
RMI1,Mostly Nuclear
RNF113A,Mostly Cytosolic
RNF115,Mostly Cytosolic
RNF123,Mostly Cytosolic
RNF126,Mostly Cytosolic
RNF135,Mostly Cytosolic
RNF14,Mostly Cytosolic
RNF141,Mostly Cytosolic
RNF146,Mostly Cytosolic
RNF169,Mostly Nuclear
RNF181,Mostly Cytosolic
RNF187,Mostly Cytosolic
RNF2,Mostly Nuclear
RNF216,Mostly Cytosolic
RNF31,Mostly Cytosolic
RNF34,Mostly Cytosolic
RNF6,Mostly Nuclear
RNF7,Mostly Cytosolic
RNPC3,Mostly Nuclear
ROGDI,Mostly Cytosolic
RPAP1,Mostly Cytosolic
RPE,Mostly Cytosolic
RPGR,Mostly Cytosolic
RPGRIP1L,Mostly Cytosolic
RPIA,Mostly Cytosolic
RPP21,Mostly Cytosolic
RPS6KA5,Mostly Cytosolic
RPS6KB1,Mostly Cytosolic
RPS6KC1,Mostly Cytosolic
RPUSD1,Mostly Cytosolic
RREB1,Mostly Nuclear
RRM2B,Mostly Cytosolic
METTL25B,Mostly Cytosolic
RSBN1,Mostly Nuclear
RTKN,Mostly Cytosolic
RUNDC1,Mostly Cytosolic
RUSC2,Mostly Cytosolic
RWDD2A,Mostly Cytosolic
RWDD4,Mostly Cytosolic
RYBP,Mostly Nuclear
S100A1,Mostly Cytosolic
S100A3,Mostly Cytosolic
S100P,Mostly Cytosolic
SAAL1,Mostly Cytosolic
SALL4,Mostly Nuclear
SAMD1,Mostly Nuclear
SAMD11,Mostly Cytosolic
SAMHD1,Mostly Cytosolic
SAP130,Mostly Nuclear
SAP30,Mostly Nuclear
SAP30L,Mostly Nuclear
SAR1B,Mostly Cytosolic
SAT2,Mostly Cytosolic
SBNO1,Mostly Cytosolic
SCAI,Mostly Nuclear
SCAND1,Mostly Cytosolic
SCLY,Mostly Cytosolic
SCMH1,Mostly Nuclear
SCML2,Mostly Nuclear
SCNM1,Mostly Cytosolic
SCRN2,Mostly Cytosolic
SCRN3,Mostly Cytosolic
SDCCAG8,Mostly Cytosolic
SDSL,Mostly Cytosolic
SEC14L2,Mostly Cytosolic
SEC14L4,Mostly Cytosolic
SELENOH,Mostly Nuclear
SELENOO,Mostly Cytosolic
SENP1,Mostly Nuclear
SENP2,Mostly Nuclear
SENP5,Mostly Nuclear
SEPSECS,Mostly Cytosolic
SERGEF,Mostly Cytosolic
SERPINB8,Mostly Cytosolic
SESN2,Mostly Cytosolic
SESN3,Mostly Cytosolic
SESTD1,Mostly Cytosolic
SETD1A,Mostly Nuclear
SETD2,Mostly Nuclear
SETD5,Mostly Nuclear
SETD6,Mostly Cytosolic
SETD7,Mostly Cytosolic
SFMBT1,Mostly Nuclear
SFR1,Mostly Cytosolic
SGO1,Mostly Nuclear
SGO2,Mostly Nuclear
SGTB,Mostly Cytosolic
SH2B1,Mostly Cytosolic
SH3BP2,Mostly Cytosolic
SH3BP5,Mostly Cytosolic
SH3BP5L,Mostly Cytosolic
SH3GL2,Mostly Cytosolic
SHARPIN,Mostly Cytosolic
SHPK,Mostly Cytosolic
SHROOM1,Mostly Cytosolic
SIAH1,Mostly Cytosolic
SIAH2,Mostly Cytosolic
SIK1,Mostly Cytosolic
SIK3,Mostly Cytosolic
SIN3A,Mostly Nuclear
SIN3B,Mostly Nuclear
SIRT1,Mostly Cytosolic
SIRT2,Mostly Cytosolic
SIRT6,Mostly Nuclear
SIVA1,Mostly Cytosolic
SIX2,Mostly Nuclear
SLC7A6OS,Mostly Cytosolic
SLX4,Mostly Nuclear
SLX4IP,Mostly Nuclear
SMARCA1,Mostly Nuclear
SMARCA2,Mostly Nuclear
SMARCB1,Mostly Nuclear
SMARCC2,Mostly Nuclear
SMARCD2,Mostly Nuclear
SMARCD3,Mostly Nuclear
SMC1B,Mostly Nuclear
SMC6,Mostly Nuclear
SMCR8,Mostly Cytosolic
PPP4R3A,Mostly Cytosolic
PPP4R3B,Mostly Cytosolic
SMYD2,Mostly Cytosolic
SMYD4,Mostly Cytosolic
SMYD5,Mostly Cytosolic
SNAI2,Mostly Nuclear
SNAPC2,Mostly Nuclear
SNCA,Mostly Cytosolic
SNRK,Mostly Cytosolic
SNRNP35,Mostly Nuclear
SNTA1,Mostly Cytosolic
SNUPN,Mostly Cytosolic
SNX15,Mostly Cytosolic
SNX16,Mostly Cytosolic
SNX24,Mostly Cytosolic
SOCS6,Mostly Cytosolic
SON,Mostly Nuclear
SOS1,Mostly Cytosolic
SOWAHC,Mostly Cytosolic
SOX12,Mostly Nuclear
SP110,Mostly Nuclear
SP2,Mostly Nuclear
SP3,Mostly Nuclear
SP4,Mostly Nuclear
SPATA18,Mostly Cytosolic
SPHK1,Mostly Cytosolic
SPIN2B,Mostly Nuclear
SPIN4,Mostly Nuclear
SPIRE2,Mostly Cytosolic
SPOP,Mostly Nuclear
SPTY2D1,Mostly Nuclear
SRA1,Mostly Cytosolic
SRBD1,Mostly Nuclear
SRR,Mostly Cytosolic
SRSF8,Mostly Nuclear
SRXN1,Mostly Cytosolic
SS18L1,Mostly Nuclear
SSH3,Mostly Cytosolic
SSNA1,Mostly Cytosolic
ZNRD2,Mostly Cytosolic
STAG1,Mostly Nuclear
STARD4,Mostly Cytosolic
STARD5,Mostly Cytosolic
STAT2,Mostly Cytosolic
STAT5A,Mostly Cytosolic
STAT5B,Mostly Cytosolic
STIL,Mostly Cytosolic
STK17A,Mostly Cytosolic
STK17B,Mostly Cytosolic
STK32C,Mostly Cytosolic
STK35,Mostly Nuclear
STK4,Mostly Cytosolic
STXBP4,Mostly Cytosolic
STXBP5,Mostly Cytosolic
STYX,Mostly Cytosolic
SUDS3,Mostly Nuclear
SUGP1,Mostly Nuclear
SUGT1,Mostly Cytosolic
SULT1A1,Mostly Cytosolic
SUPT20H,Mostly Nuclear
SURF2,Mostly Cytosolic
SUV39H1,Mostly Nuclear
SUV39H2,Mostly Nuclear
KMT5B,Mostly Nuclear
KMT5C,Mostly Nuclear
SUZ12,Mostly Nuclear
SWI5,Mostly Cytosolic
SYNE3,Mostly Nuclear
SYNM,Mostly Cytosolic
SZRD1,Mostly Cytosolic
TAB3,Mostly Cytosolic
TACC3,Mostly Cytosolic
TADA1,Mostly Nuclear
TADA2A,Mostly Nuclear
TADA2B,Mostly Nuclear
TADA3,Mostly Nuclear
TAF1,Mostly Nuclear
TAF12,Mostly Nuclear
TAF1A,Mostly Nuclear
TAF1B,Mostly Nuclear
TAF1D,Mostly Nuclear
TAF3,Mostly Nuclear
TAF4,Mostly Nuclear
TAF4B,Mostly Nuclear
TAF5,Mostly Nuclear
TAF5L,Mostly Nuclear
TAF9B,Mostly Nuclear
TAGLN,Mostly Cytosolic
TANGO2,Mostly Cytosolic
TANK,Mostly Cytosolic
TARS3,Mostly Cytosolic
TASP1,Mostly Nuclear
TATDN3,Mostly Cytosolic
TBC1D13,Mostly Cytosolic
TBC1D17,Mostly Cytosolic
TBC1D2,Mostly Cytosolic
TBC1D22A,Mostly Cytosolic
TBC1D4,Mostly Cytosolic
TBC1D7,Mostly Cytosolic
TBC1D8,Mostly Cytosolic
TBC1D9B,Mostly Cytosolic
TBCC,Mostly Cytosolic
TBCCD1,Mostly Cytosolic
TBCEL,Mostly Cytosolic
TBPL1,Mostly Cytosolic
TBRG1,Mostly Nuclear
TBX1,Mostly Nuclear
TBX3,Mostly Nuclear
TCEAL1,Mostly Cytosolic
TCEAL4,Mostly Cytosolic
TCF12,Mostly Cytosolic
TCF7L2,Mostly Nuclear
TCOF1,Mostly Nuclear
TCOF1,Mostly Nuclear
TCP11L1,Mostly Cytosolic
DYNLT2B,Mostly Cytosolic
TDP2,Mostly Cytosolic
TEAD1,Mostly Nuclear
TEAD1,Mostly Nuclear
TEAD3,Mostly Nuclear
TEAD4,Mostly Nuclear
TECPR1,Mostly Cytosolic
TERF1,Mostly Nuclear
TERF2,Mostly Nuclear
TESC,Mostly Cytosolic
TET2,Mostly Nuclear
TFAP2C,Mostly Nuclear
TFAP4,Mostly Nuclear
TFEB,Mostly Cytosolic
TFPT,Mostly Nuclear
TGIF1,Mostly Nuclear
TGM2,Mostly Cytosolic
TGS1,Mostly Cytosolic
THADA,Mostly Cytosolic
THAP1,Mostly Nuclear
THRA,Mostly Nuclear
THTPA,Mostly Cytosolic
THUMPD1,Mostly Cytosolic
THUMPD2,Mostly Cytosolic
TICAM1,Mostly Cytosolic
TICRR,Mostly Nuclear
TIFA,Mostly Cytosolic
TIGD2,Mostly Nuclear
TIGD5,Mostly Nuclear
TIMELESS,Mostly Cytosolic
TINF2,Mostly Nuclear
TIPIN,Mostly Cytosolic
TJAP1,Mostly Cytosolic
TJP3,Mostly Cytosolic
TLE2,Mostly Cytosolic
TLE3,Mostly Cytosolic
TLE4,Mostly Cytosolic
TLX3,Mostly Nuclear
TMCO4,Mostly Cytosolic
TMCO6,Mostly Cytosolic
TMED8,Mostly Cytosolic
NEMP1,Mostly Nuclear
TMEM201,Mostly Nuclear
TMOD1,Mostly Cytosolic
TMPO,Mostly Nuclear
TNIP1,Mostly Cytosolic
TNIP2,Mostly Cytosolic
TNK1,Mostly Cytosolic
TNPO2,Mostly Cytosolic
TNRC18,Mostly Nuclear
TOM1,Mostly Cytosolic
TOM1L2,Mostly Cytosolic
TOR1AIP1,Mostly Nuclear
TOR1AIP2,Mostly Cytosolic
TOR4A,Mostly Cytosolic
TP53BP1,Mostly Nuclear
TP53I3,Mostly Cytosolic
TPGS2,Mostly Cytosolic
TPK1,Mostly Cytosolic
TPM1,Mostly Cytosolic
TPM2,Mostly Cytosolic
TPM2,Mostly Cytosolic
TPM3,Mostly Cytosolic
TPM4,Mostly Cytosolic
TPMT,Mostly Cytosolic
TRADD,Mostly Cytosolic
TRAF3IP2,Mostly Cytosolic
TRAF6,Mostly Cytosolic
TRDMT1,Mostly Cytosolic
TRERF1,Mostly Nuclear
TRIB3,Mostly Nuclear
TRIM21,Mostly Cytosolic
TRIM24,Mostly Nuclear
TRIM37,Mostly Cytosolic
TRIM38,Mostly Cytosolic
TRIM39,Mostly Nuclear
TRIM44,Mostly Cytosolic
TRIM5,Mostly Cytosolic
TRIM65,Mostly Cytosolic
TRIP12,Mostly Nuclear
TRMT11,Mostly Cytosolic
TRMT12,Mostly Cytosolic
TRMT13,Mostly Cytosolic
TRNAU1AP,Mostly Cytosolic
TRPC4AP,Mostly Cytosolic
TRPS1,Mostly Nuclear
TRRAP,Mostly Nuclear
TSC1,Mostly Cytosolic
TSC2,Mostly Cytosolic
TSC22D1,Mostly Cytosolic
TSC22D2,Mostly Cytosolic
TSC22D3,Mostly Cytosolic
TSC22D4,Mostly Cytosolic
TSEN15,Mostly Cytosolic
TSEN2,Mostly Cytosolic
TSEN54,Mostly Cytosolic
TSPYL2,Mostly Nuclear
TSR2,Mostly Cytosolic
TSSC4,Mostly Cytosolic
TSTD2,Mostly Cytosolic
TTC14,Mostly Nuclear
TTC28,Mostly Cytosolic
TTC33,Mostly Cytosolic
TTC38,Mostly Cytosolic
TTC9C,Mostly Cytosolic
TTF1,Mostly Nuclear
TTL,Mostly Cytosolic
TTLL4,Mostly Cytosolic
TTPAL,Mostly Cytosolic
TUBAL3,Mostly Cytosolic
TUBB2A,Mostly Cytosolic
TUSC1,Mostly Cytosolic
TUT1,Mostly Cytosolic
TYW3,Mostly Cytosolic
TYW5,Mostly Cytosolic
UAP1L1,Mostly Cytosolic
UBA3,Mostly Cytosolic
UBAC1,Mostly Cytosolic
UBALD1,Mostly Cytosolic
UBALD2,Mostly Cytosolic
UBAP1,Mostly Cytosolic
UBASH3B,Mostly Cytosolic
UBE2B,Mostly Cytosolic
UBE2D1,Mostly Cytosolic
UBE2F,Mostly Cytosolic
UBE2G1,Mostly Cytosolic
UBE2H,Mostly Cytosolic
UBE2R2,Mostly Cytosolic
UBE2Z,Mostly Cytosolic
UBE3D,Mostly Cytosolic
UBE4B,Mostly Cytosolic
UBL7,Mostly Cytosolic
UBN1,Mostly Nuclear
UBN2,Mostly Nuclear
UBR1,Mostly Cytosolic
UBR2,Mostly Cytosolic
UBR3,Mostly Cytosolic
UBR7,Mostly Cytosolic
UBTF,Mostly Nuclear
UBXN2B,Mostly Cytosolic
UBXN6,Mostly Cytosolic
UCHL5,Mostly Cytosolic
UCK1,Mostly Cytosolic
UCKL1,Mostly Cytosolic
UEVLD,Mostly Cytosolic
UHRF2,Mostly Nuclear
UIMC1,Mostly Nuclear
ULK3,Mostly Cytosolic
UMAD1,Mostly Cytosolic
UNC119,Mostly Cytosolic
UNC13B,Mostly Cytosolic
UNC13D,Mostly Cytosolic
UPRT,Mostly Cytosolic
URB1,Mostly Nuclear
URGCP,Mostly Cytosolic
URM1,Mostly Cytosolic
UROS,Mostly Cytosolic
USB1,Mostly Cytosolic
USF1,Mostly Nuclear
USF2,Mostly Nuclear
USP11,Mostly Cytosolic
USP13,Mostly Cytosolic
USP25,Mostly Cytosolic
USP28,Mostly Cytosolic
USP3,Mostly Nuclear
USP32,Mostly Cytosolic
USP34,Mostly Cytosolic
USP36,Mostly Nuclear
USP37,Mostly Cytosolic
USP38,Mostly Cytosolic
USP4,Mostly Cytosolic
USP40,Mostly Cytosolic
USP48,Mostly Nuclear
USPL1,Mostly Nuclear
UVSSA,Mostly Cytosolic
VAV2,Mostly Cytosolic
VCPKMT,Mostly Cytosolic
VDR,Mostly Nuclear
VEZF1,Mostly Nuclear
VGLL3,Mostly Nuclear
VHL,Mostly Cytosolic
VPS37A,Mostly Cytosolic
VPS4B,Mostly Cytosolic
VPS72,Mostly Nuclear
VRK3,Mostly Nuclear
WAC,Mostly Nuclear
WBP2,Mostly Cytosolic
WDFY3,Mostly Cytosolic
WDR25,Mostly Nuclear
DYNC2I2,Mostly Cytosolic
WDR4,Mostly Cytosolic
WDR41,Mostly Cytosolic
WDR45,Mostly Cytosolic
WDR47,Mostly Cytosolic
WDR53,Mostly Cytosolic
WDR54,Mostly Cytosolic
WDR62,Mostly Cytosolic
WDR73,Mostly Cytosolic
WDR76,Mostly Nuclear
WDR81,Mostly Cytosolic
WDR89,Mostly Nuclear
WDR91,Mostly Cytosolic
WDSUB1,Mostly Cytosolic
WDTC1,Mostly Cytosolic
NTAQ1,Mostly Cytosolic
NSD2,Mostly Nuclear
NSD2,Mostly Nuclear
NSD3,Mostly Nuclear
WIZ,Mostly Nuclear
WNK2,Mostly Cytosolic
WRNIP1,Mostly Cytosolic
WSB1,Mostly Cytosolic
WTAP,Mostly Nuclear
WWC1,Mostly Cytosolic
WWC2,Mostly Cytosolic
XIAP,Mostly Cytosolic
XPC,Mostly Nuclear
XPO6,Mostly Cytosolic
XRCC2,Mostly Cytosolic
XRCC4,Mostly Cytosolic
XYLB,Mostly Cytosolic
YAE1,Mostly Cytosolic
YEATS2,Mostly Nuclear
YEATS4,Mostly Nuclear
YOD1,Mostly Cytosolic
YPEL5,Mostly Cytosolic
YY2,Mostly Nuclear
MAP3K20,Mostly Cytosolic
ZBED4,Mostly Nuclear
ZBED5,Mostly Nuclear
ZBTB10,Mostly Nuclear
ZBTB12,Mostly Nuclear
ZBTB14,Mostly Nuclear
ZBTB17,Mostly Nuclear
ZBTB2,Mostly Nuclear
ZBTB20,Mostly Nuclear
ZBTB24,Mostly Nuclear
ZBTB38,Mostly Nuclear
ZBTB4,Mostly Nuclear
ZBTB40,Mostly Nuclear
ZBTB43,Mostly Nuclear
ZBTB44,Mostly Nuclear
ZBTB45,Mostly Nuclear
ZBTB48,Mostly Nuclear
ZBTB5,Mostly Nuclear
ZBTB7A,Mostly Nuclear
ZBTB7B,Mostly Nuclear
ZBTB8A,Mostly Nuclear
ZBTB8OS,Mostly Cytosolic
ZBTB9,Mostly Nuclear
ZC3H10,Mostly Nuclear
ZC3H12A,Mostly Cytosolic
ZC3H13,Mostly Nuclear
ZC3H14,Mostly Nuclear
ZC3H14,Mostly Nuclear
ZC3H3,Mostly Nuclear
ZCCHC10,Mostly Nuclear
ZCCHC7,Mostly Nuclear
ZCCHC9,Mostly Nuclear
ZER1,Mostly Cytosolic
ZFAND1,Mostly Cytosolic
ZFAND2B,Mostly Cytosolic
ZFAND3,Mostly Cytosolic
ZFAT,Mostly Nuclear
ZFHX3,Mostly Nuclear
ZFP1,Mostly Nuclear
ZFP64,Mostly Nuclear
ZFP91,Mostly Nuclear
ZFX,Mostly Nuclear
ZFYVE16,Mostly Cytosolic
ZFYVE19,Mostly Cytosolic
ZFYVE9,Mostly Cytosolic
ZHX1,Mostly Nuclear
ZHX2,Mostly Nuclear
ZHX3,Mostly Nuclear
ZIC2,Mostly Nuclear
ZKSCAN1,Mostly Nuclear
ZKSCAN4,Mostly Nuclear
ZKSCAN8,Mostly Nuclear
ZMAT5,Mostly Nuclear
ZMIZ1,Mostly Cytosolic
ZMIZ2,Mostly Cytosolic
ZMYM2,Mostly Nuclear
ZMYM3,Mostly Nuclear
ZMYM6,Mostly Nuclear
ZMYND11,Mostly Nuclear
ZMYND8,Mostly Nuclear
ZMYND8,Mostly Nuclear
ZMYND8,Mostly Nuclear
ZNF106,Mostly Nuclear
ZNF121,Mostly Nuclear
ZNF131,Mostly Nuclear
ZNF140,Mostly Cytosolic
ZNF142,Mostly Nuclear
ZNF143,Mostly Nuclear
ZNF146,Mostly Nuclear
ZNF148,Mostly Nuclear
ZNF16,Mostly Nuclear
ZNF174,Mostly Nuclear
ZNF184,Mostly Nuclear
ZNF189,Mostly Nuclear
ZNF207,Mostly Nuclear
ZNF217,Mostly Nuclear
ZNF219,Mostly Nuclear
ZNF24,Mostly Nuclear
ZNF250,Mostly Nuclear
ZNF263,Mostly Nuclear
ZNF276,Mostly Nuclear
ZNF28,Mostly Nuclear
ZNF280C,Mostly Nuclear
ZNF280D,Mostly Nuclear
ZNF281,Mostly Nuclear
ZNF304,Mostly Nuclear
ZNF317,Mostly Nuclear
ZNF318,Mostly Nuclear
ZNF319,Mostly Nuclear
ZNF324,Mostly Nuclear
ZNF33A,Mostly Nuclear
ZNF347,Mostly Nuclear
ZNF362,Mostly Nuclear
ZNF367,Mostly Nuclear
ZNF384,Mostly Nuclear
ZNF385A,Mostly Nuclear
ZNF420,Mostly Nuclear
ZNF444,Mostly Nuclear
ZNF445,Mostly Nuclear
ZNF446,Mostly Nuclear
ZNF48,Mostly Nuclear
ZNF496,Mostly Nuclear
ZNF503,Mostly Cytosolic
ZNF507,Mostly Cytosolic
ZNF511,Mostly Cytosolic
ZNF512,Mostly Nuclear
ZNF512B,Mostly Nuclear
ZNF518A,Mostly Nuclear
ZNF532,Mostly Nuclear
ZNF566,Mostly Nuclear
ZNF581,Mostly Nuclear
ZNF584,Mostly Nuclear
ZNF592,Mostly Nuclear
ZNF595,Mostly Cytosolic
ZNF609,Mostly Nuclear
ZNF623,Mostly Nuclear
ZNF629,Mostly Nuclear
ZNF639,Mostly Nuclear
ZNF644,Mostly Nuclear
ZNF652,Mostly Nuclear
ZNF654,Mostly Nuclear
ZNF655,Mostly Nuclear
ZNF668,Mostly Nuclear
ZNF672,Mostly Cytosolic
ZNF687,Mostly Nuclear
ZNF689,Mostly Nuclear
ZNF691,Mostly Nuclear
ZNF692,Mostly Nuclear
ZNF7,Mostly Nuclear
ZNF703,Mostly Cytosolic
ZNF707,Mostly Nuclear
ZNF740,Mostly Nuclear
ZNF746,Mostly Nuclear
ZNF768,Mostly Nuclear
ZNF770,Mostly Nuclear
ZNF8,Mostly Nuclear
ZNF800,Mostly Nuclear
ZNF865,Mostly Nuclear
ZNF888,Mostly Nuclear
ZNHIT1,Mostly Nuclear
ZNHIT2,Mostly Cytosolic
POLR1H,Mostly Nuclear
ZPR1,Mostly Cytosolic
ZSCAN12,Mostly Nuclear
ZSCAN21,Mostly Nuclear
ZSCAN25,Mostly Nuclear
ZSCAN26,Mostly Nuclear
ZSCAN29,Mostly Nuclear
ZSCAN31,Mostly Nuclear
ZSWIM8,Mostly Cytosolic
ZWILCH,Mostly Cytosolic
ZWINT,Mostly Cytosolic
ZXDC,Mostly Nuclear
ZZEF1,Mostly Cytosolic
ZZZ3,Mostly Nuclear